,squareMeters,numberOfRooms,hasYard,hasPool,cityCode,cityPartRange,numPrevOwners,bathroom,price,price_per_sqft
5447,34673,52,0,1,35006,10,4,0,3473056.1,10016601.1017218
5448,17392,99,0,1,56448,1,4,8,1745197.1,10034481.945722172
5449,43359,82,0,1,18144,6,7,10,4341769.1,10013536.059410963
5450,32309,58,1,1,72557,6,9,5,3242419.2,10035653.223559998
5451,88352,61,1,1,76869,8,3,7,8844632.7,10010676.27218399
5452,50878,23,0,0,23705,4,3,3,5089157.6,10002668.343881441
5453,60886,15,0,0,43122,8,7,2,6090272.5,10002746.936898466
5454,63792,73,0,0,55470,7,3,4,6381705.0,10003926.824680211
5455,85215,25,0,1,88530,6,7,6,8526942.0,10006386.199612744
5456,80998,28,0,1,40469,5,3,0,8107792.2,10009867.157213759
5457,29250,3,0,1,88172,9,5,5,2935648.5,10036405.128205128
5458,37941,47,0,0,87324,4,1,6,3796341.3,10005907.329801533
5459,11242,14,1,0,20892,3,1,3,1127009.0,10024986.657178437
5460,91558,18,0,0,35744,3,1,0,9158541.2,10002993.949190676
5461,87819,30,0,0,61726,6,1,6,8782664.6,10000870.654414194
5462,10035,15,1,0,25665,4,5,6,1006634.5,10031235.67513702
5463,57676,66,0,0,40647,7,7,2,5769101.1,10002602.642346904
5464,20297,18,0,1,12687,4,9,1,2035832.2,10030212.346652215
5465,68006,63,0,1,62676,7,4,7,6812540.0,10017557.274358144
5466,48994,59,0,1,58825,7,9,0,4904547.2,10010505.776217496
5467,66738,7,1,0,32977,4,8,9,6680395.5,10009882.675537175
5468,22855,24,0,0,53779,2,9,2,2289561.7,10017771.603587838
5469,21196,34,0,1,22573,10,8,7,2124683.4,10023982.82694848
5470,36702,66,1,1,32804,5,3,1,3678080.0,10021470.219606562
5471,76612,28,1,1,12151,8,5,7,7670470.0,10012099.932125516
5472,22974,86,0,0,56343,10,10,2,2300702.0,10014372.769217376
5473,16348,12,0,1,10777,8,10,3,1640404.8,10034284.316124296
5474,50109,4,1,1,34622,5,1,4,5019832.8,10017826.73771179
5475,41759,49,0,1,50167,3,10,4,4181321.5,10012982.830048611
5476,19572,96,1,1,29717,4,1,2,1969866.7,10064718.475372981
5477,712,29,1,1,54360,3,8,5,80879.9,11359536.51685393
5478,88172,3,0,0,68305,7,7,9,8818402.8,10001364.151884954
5479,46944,65,1,1,89651,6,3,8,4699401.5,10010654.183708249
5480,79649,51,1,0,99430,9,8,2,7976501.9,10014566.284573566
5481,27488,63,1,0,83634,8,4,3,2756731.4,10028854.045401629
5482,10972,90,1,0,14059,6,10,4,1105258.7,10073447.867298579
5483,17797,13,0,1,19270,5,10,10,1792290.2,10070743.383716356
5484,16252,30,1,0,76233,8,7,5,1630793.8,10034419.148412503
5485,71603,39,1,1,80016,1,1,7,7169029.0,10012190.829993157
5486,87022,60,1,0,92083,1,6,4,8707681.2,10006298.637126243
5487,62289,32,0,1,80043,1,8,3,6233774.8,10007826.100916695
5488,5825,60,1,1,70226,7,2,5,598186.6,10269297.854077253
5489,85225,40,1,0,676,8,2,9,8527022.3,10005306.30683485
5490,5820,41,1,0,72073,1,4,9,592006.0,10171924.39862543
5491,90539,14,1,1,80556,1,3,2,9069445.2,10017169.617512893
5492,35233,53,1,1,39314,8,6,0,3536738.0,10038140.379757613
5493,98559,33,0,0,64991,3,2,4,9862559.1,10006756.460597206
5494,58056,17,0,1,66624,6,9,7,5809089.8,10006011.092738045
5495,91207,63,1,0,32233,8,7,10,9126333.4,10006176.499610776
5496,67923,20,1,0,10437,9,7,10,6799955.8,10011271.29249297
5497,12641,28,1,0,79661,4,9,1,1272159.2,10063754.449806185
5498,35691,53,1,1,4059,8,5,7,3582171.6,10036624.359082121
5499,48627,54,1,1,73386,8,2,10,4871835.0,10018785.85970757
5500,5183,31,0,1,44518,2,3,6,521772.3,10066994.018907968
5501,16631,68,0,0,69479,1,9,10,1667835.3,10028472.731645722
5502,18144,19,1,0,4275,6,5,4,1819929.0,10030472.883597884
5503,10586,27,1,1,92068,6,10,3,1066983.1,10079190.440204045
5504,64235,25,1,0,52299,4,10,8,6431380.2,10012267.766793804
5505,88584,15,1,1,6279,10,4,5,8867048.1,10009762.598211866
5506,2310,61,1,0,82910,6,4,0,234237.2,10140138.528138528
5507,55217,65,0,1,77123,4,7,10,5526674.7,10009009.363058478
5508,64539,20,0,0,55082,1,8,9,6457482.2,10005550.44236818
5509,90947,89,1,1,64161,2,6,1,9103454.4,10009625.826030545
5510,68837,41,1,0,1014,4,9,4,6889494.7,10008418.001946628
5511,60721,88,0,0,64469,1,6,9,6073407.5,10002153.291283082
5512,51459,49,1,0,22573,4,8,4,5149505.2,10007005.96591461
5513,12820,41,0,0,92510,1,8,1,1283027.8,10008017.160686428
5514,20734,34,0,1,74094,5,3,7,2077771.5,10021083.727211343
5515,91988,53,1,1,50808,6,4,7,9206879.6,10008783.31956342
5516,40286,85,0,1,21492,8,2,9,4035154.3,10016269.423621109
5517,10719,77,0,1,62278,9,2,6,1076789.8,10045618.061386323
5518,17783,28,0,0,24725,1,3,8,1778779.3,10002695.270764213
5519,72065,52,0,1,13673,1,2,2,7210625.5,10005724.6929855
5520,58626,55,0,1,19351,10,3,1,5866206.3,10006151.366287995
5521,13147,61,1,1,13638,7,2,9,1326980.7,10093410.664029816
5522,90304,95,1,1,5508,6,5,5,9044776.0,10015919.560595322
5523,80780,98,1,1,64928,7,8,9,8088913.6,10013510.274820501
5524,82301,20,0,0,92700,9,3,6,8232053.2,10002373.239693321
5525,78039,10,0,0,64775,1,9,3,7804837.0,10001200.681710428
5526,92783,37,0,1,92944,2,3,7,9281484.6,10003432.30979813
5527,67134,92,0,0,85242,9,1,8,6719369.2,10008891.470789764
5528,27792,11,1,1,25954,5,6,2,2786854.7,10027542.818077145
5529,96637,55,0,1,48473,4,6,5,9667457.8,10003888.572699899
5530,36877,89,1,0,70081,5,7,0,3695191.8,10020315.64389728
5531,88120,13,0,1,63068,3,5,7,8816378.9,10004969.24648207
5532,4385,55,1,1,98233,4,4,5,445694.6,10164072.976054732
5533,75903,20,0,1,96563,8,1,7,7594699.0,10005795.554852905
5534,1171,86,0,1,75784,10,3,7,126268.7,10782980.358667806
5535,44615,18,0,0,51005,7,4,2,4465651.2,10009304.494004259
5536,65543,81,1,1,50619,9,3,3,6559662.8,10008182.10945486
5537,17246,95,0,1,68125,4,9,0,1728544.7,10022873.13000116
5538,7236,30,0,0,56825,4,10,5,725656.3,10028417.634051962
5539,32078,91,0,0,66113,4,3,5,3209311.2,10004711.016896315
5540,82184,14,1,0,83771,10,4,2,8221783.1,10004116.49469483
5541,6686,43,0,1,65951,4,2,0,675399.0,10101690.09871373
5542,18536,7,0,0,35411,1,10,2,1856793.4,10017228.096676737
5543,52683,43,0,0,74566,5,9,10,5274308.7,10011405.386936963
5544,32286,69,1,1,16986,10,5,2,3233772.8,10016021.805116769
5545,34796,74,1,0,55362,1,9,6,3483606.1,10011513.104954593
5546,26669,69,0,1,49351,5,5,9,2671083.9,10015688.252277926
5547,47606,49,0,1,8451,2,4,3,4763586.1,10006272.528672855
5548,91435,61,1,0,8192,1,10,8,9153666.9,10011119.265051676
5549,889,53,1,0,3406,1,7,10,92858.9,10445320.584926885
5550,67511,24,0,1,65048,8,10,4,6759802.6,10012890.640043845
5551,52655,82,0,0,64588,4,4,10,5266351.0,10001616.180799544
5552,82432,43,0,0,7312,5,8,0,8245134.5,10002346.782802794
5553,75680,100,0,0,25496,5,2,2,7572315.9,10005702.82769556
5554,28543,26,1,0,63039,8,7,10,2859167.0,10017051.466208877
5555,66851,93,1,0,13012,5,4,2,6691843.0,10010086.610521907
5556,49031,37,1,1,24023,2,3,3,4910323.0,10014731.496400237
5557,71630,5,1,0,82464,1,4,7,7169854.6,10009569.454139328
5558,25362,76,0,1,15178,8,3,9,2545732.5,10037585.758220961
5559,87412,89,0,0,77240,2,7,6,8745542.0,10004967.28138013
5560,41057,22,0,0,7613,9,3,3,4106731.4,10002512.117300339
5561,93325,38,1,1,43015,9,10,0,9346064.0,10014534.154835254
5562,40330,49,0,0,23284,8,4,7,4034416.8,10003513.01760476
5563,5134,31,1,1,60391,1,4,5,519772.4,10124121.542656798
5564,93443,16,1,0,74734,9,3,5,9349955.5,10006052.352771208
5565,55558,74,0,1,66559,5,8,8,5564448.0,10015565.715108534
5566,61694,58,0,1,24345,2,7,3,6172206.1,10004548.416377606
5567,32713,97,0,0,91667,10,8,1,3278723.0,10022691.28481032
5568,9428,45,0,0,44951,9,10,1,944839.1,10021628.128977513
5569,92032,81,1,1,63227,10,1,7,9212773.2,10010402.034075104
5570,28091,77,1,0,11250,6,8,4,2815613.5,10023187.141789185
5571,54706,39,1,0,49697,4,2,4,5475756.0,10009424.925967902
5572,97429,13,1,1,22796,8,1,6,9751706.1,10009038.479302878
5573,7808,72,1,1,48436,1,9,5,789027.8,10105376.536885247
5574,60265,97,1,1,62899,1,9,4,6033313.0,10011305.06927736
5575,57850,32,0,0,32412,7,10,10,5789083.3,10007058.426966293
5576,72554,16,0,1,94523,8,5,9,7268379.4,10017889.296248311
5577,6966,21,0,1,568,3,3,8,700650.8,10058151.01923629
5578,79957,45,1,1,41031,9,1,6,8003950.0,10010318.045949697
5579,3629,4,0,1,50592,4,3,9,369764.1,10189145.770184623
5580,8732,25,0,0,90654,6,6,7,876270.1,10035159.184608337
5581,56514,33,0,0,14694,5,3,1,5652969.1,10002776.480164208
5582,20533,93,1,0,96947,9,9,2,2056508.9,10015628.013441777
5583,16625,27,0,0,57906,9,9,7,1664023.4,10009163.308270676
5584,12313,50,1,0,54497,1,4,5,1240834.8,10077436.855356127
5585,68052,4,0,0,66529,8,3,8,6805894.2,10001020.10227473
5586,35383,92,1,0,6641,10,10,7,3548725.9,10029465.84517989
5587,8977,51,0,1,6990,6,1,9,905128.5,10082750.362036316
5588,79356,46,0,1,58322,5,3,1,7940419.1,10006072.760723827
5589,67639,99,1,0,79091,2,6,3,6768972.2,10007498.928133179
5590,21145,70,0,0,1578,1,9,8,2119485.7,10023578.623788131
5591,26009,18,1,1,78438,2,6,4,2606754.7,10022510.28490138
5592,68580,4,0,1,64029,8,8,5,6863504.7,10008026.68416448
5593,88780,51,1,1,803,7,1,0,8887352.6,10010534.57986033
5594,72114,51,1,0,15113,9,5,4,7215802.0,10006104.223867765
5595,89756,47,1,0,59946,5,6,1,8980810.8,10005805.517179912
5596,1770,61,1,1,39153,2,5,8,183765.5,10382231.638418078
5597,20109,91,1,0,61429,2,5,7,2017287.6,10031764.88139639
5598,61067,99,1,1,7402,9,3,2,6110904.3,10006884.733161937
5599,30690,10,0,0,84667,7,6,5,3072879.5,10012640.92538286
5600,12161,11,1,0,51408,2,8,0,1218405.5,10018958.144889401
5601,47364,47,1,0,12097,10,7,6,4739985.9,10007570.939954396
5602,57066,20,0,1,37051,8,5,3,5711304.1,10008243.262187643
5603,97760,89,0,0,54535,9,1,8,9780377.1,10004477.39361702
5604,47476,85,1,1,8848,2,5,2,4761612.0,10029513.859634342
5605,32176,58,0,0,66885,1,1,5,3220156.9,10007946.606166087
5606,98547,17,1,1,76436,1,8,8,9865243.1,10010698.54993049
5607,86171,22,0,1,59194,1,7,7,8621486.1,10005089.995474115
5608,65711,20,1,1,68854,3,9,9,6579419.2,10012660.285188172
5609,73585,89,0,0,99940,5,3,4,7359509.9,10001372.426445607
5610,26665,68,1,0,97608,1,9,10,2671587.1,10019077.817363584
5611,69094,22,0,1,18938,4,8,2,6919039.8,10013951.71794946
5612,27538,9,1,1,86872,10,2,5,2761292.0,10027206.042559372
5613,64922,3,1,1,67211,4,5,4,6500624.3,10012976.032777796
5614,74600,64,0,0,90305,7,5,1,7461192.4,10001598.391420912
5615,56595,94,1,1,56319,1,10,5,5664278.4,10008443.148688046
5616,18037,91,0,0,38355,6,7,5,1805824.9,10011780.783944115
5617,56587,50,0,1,42357,4,10,5,5670619.6,10021064.2020252
5618,20105,98,0,1,7133,6,9,4,2017609.9,10035363.839840835
5619,46322,61,0,0,7924,3,5,5,4632807.5,10001311.471870817
5620,31301,13,1,1,48757,10,6,8,3142338.8,10039100.348231686
5621,91952,19,1,1,77480,5,9,2,9207839.5,10013745.75865669
5622,92948,46,0,0,15715,9,4,1,9297047.7,10002418.233851185
5623,66812,48,1,0,1843,6,8,3,6687761.6,10009820.990241274
5624,76424,37,0,1,44752,3,7,8,7647871.1,10007158.87679263
5625,14823,44,0,0,41581,10,4,1,1484434.3,10014398.56979019
5626,26682,7,1,1,55531,8,4,8,2675367.1,10026861.179821603
5627,12995,92,1,1,82253,3,7,10,1305488.6,10046083.878414776
5628,94789,23,0,1,31768,9,9,8,9484024.2,10005405.901528656
5629,34703,13,0,0,4516,3,6,3,3476698.6,10018438.175373888
5630,9691,20,1,0,94581,5,8,10,978280.6,10094733.257661749
5631,84118,15,0,1,92597,5,1,2,8416992.6,10006172.995078342
5632,39272,95,0,1,61459,10,2,3,3936310.0,10023197.18883683
5633,51037,100,0,1,28541,6,1,5,5107476.8,10007400.121480495
5634,17325,5,1,0,21598,10,7,0,1737822.7,10030722.655122655
5635,39104,19,1,1,92412,10,2,0,3920958.7,10027001.585515548
5636,11247,73,1,0,81369,9,2,1,1129896.8,10046206.099404285
5637,87000,62,0,0,45561,4,5,6,8700807.8,10000928.505747128
5638,99999,58,0,0,10477,3,4,2,10006771.2,10006871.268712686
5639,55888,81,1,0,69050,5,8,6,5594957.1,10011016.85513885
5640,75296,30,1,0,91673,2,1,9,7535664.5,10008054.212707182
5641,83512,8,1,1,49353,10,6,8,8358211.5,10008395.799406074
5642,22825,100,1,1,13201,9,6,3,2289049.8,10028695.728368016
5643,58287,71,0,0,61787,4,4,4,5837331.6,10014808.790982552
5644,91441,41,1,1,94085,2,3,0,9155265.3,10012210.387025515
5645,57564,64,0,0,90877,9,2,6,5758203.9,10003133.729414217
5646,82280,33,0,1,44585,1,1,7,8235158.9,10008700.656295575
5647,62646,36,1,1,69758,8,2,8,6273246.5,10013802.15815854
5648,50133,28,1,0,11572,4,9,2,5019119.3,10011607.723455608
5649,69719,11,1,1,96873,4,3,2,6982744.3,10015554.296533227
5650,81840,49,0,0,40158,1,4,6,8186999.6,10003665.200391008
5651,7851,22,1,1,82481,7,7,3,793981.2,10113121.895299962
5652,76564,95,0,0,62994,3,10,0,7662557.9,10008042.813855076
5653,2095,88,1,0,79779,6,10,6,213708.1,10200863.961813843
5654,13287,84,1,0,90025,3,10,1,1335371.3,10050209.227064047
5655,94457,17,1,0,64835,4,2,8,9455820.1,10010713.97567147
5656,96573,74,1,0,17971,4,6,10,9664738.3,10007702.256324233
5657,97898,60,1,0,99686,5,3,2,9794464.1,10004764.24441766
5658,18642,62,0,0,990,3,8,7,1865856.3,10008884.776311554
5659,52259,16,0,1,23742,9,6,4,5236500.3,10020284.161579823
5660,68362,77,0,0,95717,10,1,1,6840206.6,10005860.85837161
5661,66395,22,0,1,79008,1,6,10,6647572.6,10012158.44566609
5662,10590,74,0,0,22285,8,2,4,1060141.3,10010777.148253068
5663,51271,33,0,1,97623,6,8,5,5133444.8,10012375.02681828
5664,91436,7,1,0,78868,5,8,7,9151236.7,10008351.962028084
5665,68072,63,0,1,21153,2,2,1,6812764.9,10008175.02056646
5666,12172,12,0,0,86688,7,10,7,1218235.7,10008508.872822871
5667,34750,28,0,1,25225,9,9,7,3478934.3,10011321.726618705
5668,52832,46,0,1,1216,10,4,10,5292504.3,10017611.106904905
5669,87683,53,0,1,30308,3,3,7,8774909.3,10007537.721108995
5670,25145,2,1,1,24933,6,10,8,2521346.8,10027229.27023265
5671,18426,63,1,1,15208,2,3,5,1854935.6,10066946.705741886
5672,9381,96,0,0,12632,5,5,1,943600.8,10058637.67188999
5673,81658,27,0,1,42176,9,4,6,8171711.8,10007239.707070954
5674,10028,51,1,0,28865,1,6,8,1009529.2,10067104.108496211
5675,76352,55,1,1,58402,6,2,1,7641804.6,10008650.199077955
5676,21247,81,1,1,48858,6,5,4,2136110.4,10053703.58168212
5677,84805,15,0,1,29472,8,7,9,8486115.4,10006621.543541064
5678,8928,8,0,1,15140,4,3,4,896505.8,10041507.616487455
5679,14762,42,1,1,93672,1,7,1,1484350.2,10055210.676060155
5680,53454,14,0,1,59060,2,7,1,5349280.6,10007259.69992891
5681,35409,1,1,0,5631,8,1,6,3546437.2,10015637.832189556
5682,53161,42,1,0,7080,7,6,2,5320392.3,10008074.152103987
5683,12760,60,1,1,69267,5,3,3,1284972.5,10070317.398119122
5684,42826,38,0,0,64287,6,2,0,4287076.8,10010453.462849671
5685,58394,19,1,0,19251,6,3,8,5848843.1,10016171.35322122
5686,95143,90,0,0,35374,9,2,1,9517871.0,10003753.297667721
5687,46532,19,0,0,55537,10,8,9,4661805.0,10018492.650219204
5688,42272,11,0,0,2770,2,10,3,4228013.9,10001925.387963666
5689,42981,49,0,0,18351,10,5,10,4300680.4,10006003.582978526
5690,62384,72,1,0,60292,2,2,1,6242453.5,10006497.659656322
5691,81653,13,0,0,34493,3,2,6,8166002.5,10000860.348058246
5692,63278,60,1,0,11239,2,6,6,6332923.1,10008096.178766713
5693,95307,66,1,1,12824,2,4,9,9537644.4,10007286.348326985
5694,72545,96,1,1,11290,10,6,0,7260052.1,10007653.318629816
5695,66777,1,1,0,26797,5,9,9,6685851.8,10012207.496593138
5696,61001,41,1,0,73511,3,7,1,6105043.3,10008103.637645284
5697,65790,82,1,0,71245,2,5,3,6589425.1,10015846.025231797
5698,35948,75,0,0,44374,3,10,6,3596039.8,10003448.870590853
5699,54929,86,0,1,55322,8,7,8,5498846.5,10010825.7932968
5700,18397,59,0,0,6434,3,7,4,1846201.0,10035337.283252705
5701,4623,93,0,1,11227,3,10,10,468494.9,10134001.730478045
5702,58433,54,0,1,72133,10,9,8,5848135.8,10008275.803056492
5703,79767,86,1,0,89482,8,6,6,7981643.3,10006197.174270062
5704,58036,51,0,1,9043,7,9,2,5809016.7,10009333.344820457
5705,6051,77,0,0,77373,5,7,5,612527.5,10122748.306065112
5706,22703,41,0,0,4234,8,1,0,2273445.8,10013856.318548208
5707,29319,62,1,0,47216,5,3,7,2939576.1,10026181.315870255
5708,53722,26,1,1,82959,7,1,3,5383626.1,10021268.940099027
5709,32218,28,1,0,36128,1,4,7,3225722.5,10012174.871190017
5710,93288,90,1,0,48260,1,7,4,9334856.2,10006491.938941771
5711,30402,63,0,0,18703,8,9,4,3043179.2,10009799.355305571
5712,75632,43,1,1,52689,5,8,2,7573328.2,10013391.421620479
5713,34592,24,0,0,32228,1,7,6,3467169.6,10023038.852913968
5714,34304,54,0,0,66942,1,2,6,3434850.3,10012973.12266791
5715,21112,38,0,1,34073,4,2,4,2121485.9,10048720.63281546
5716,40266,100,0,1,96142,6,4,8,4028831.9,10005542.889782943
5717,93533,27,0,0,60496,5,5,7,9356028.7,10002917.366063314
5718,78672,59,1,1,93460,4,6,8,7877999.5,10013727.247305267
5719,47833,44,1,0,27128,10,7,0,4791653.8,10017464.511947818
5720,22142,11,0,0,76427,3,8,7,2220957.5,10030518.923313161
5721,19819,19,0,0,34411,10,10,4,1984840.0,10014834.249962157
5722,69967,32,0,0,7115,1,6,4,6997746.2,10001495.276344562
5723,28555,76,1,1,80056,5,9,0,2860957.8,10019113.290141832
5724,25881,89,1,1,30476,1,9,4,2596473.4,10032353.463931069
5725,81624,8,1,1,96626,9,1,3,8169425.4,10008607.0273449
5726,73943,29,1,1,80149,5,10,8,7405498.5,10015144.773677021
5727,78101,17,0,1,1451,2,1,10,7814923.5,10006175.977260215
5728,22162,14,0,1,84655,2,10,9,2223268.4,10031894.233372439
5729,72836,27,1,0,7994,8,8,1,7289126.9,10007588.143225877
5730,56614,98,0,0,32272,5,1,4,5662574.7,10002074.928462924
5731,838,30,1,1,23119,7,2,6,92181.3,11000155.131264916
5732,25946,84,1,0,64602,2,9,0,2600384.9,10022295.922300162
5733,17250,50,0,1,67364,7,3,10,1734432.1,10054678.84057971
5734,19387,17,0,0,18690,3,4,6,1940788.0,10010770.103677722
5735,36503,87,1,1,92021,1,10,2,3659340.7,10024767.005451607
5736,61752,62,0,1,42393,4,2,5,6181908.8,10010864.10156756
5737,25136,98,1,1,42440,2,7,1,2520958.1,10029273.154042011
5738,95989,44,1,1,91819,7,5,6,9610818.7,10012416.735250913
5739,27665,29,1,1,52092,5,10,9,2771481.1,10018005.060545815
5740,79169,22,0,0,28205,2,4,4,7918220.0,10001667.319279011
5741,69642,45,1,1,8723,7,9,3,6974699.6,10015076.534275293
5742,28727,45,0,1,17857,6,6,0,2877589.1,10017019.18056184
5743,88940,18,1,0,10114,5,1,6,8896898.3,10003258.713739602
5744,82978,41,0,0,81785,3,1,3,8299837.7,10002455.711152354
5745,22374,13,1,0,74626,10,5,5,2244101.2,10029950.835791545
5746,7169,65,1,0,37884,7,1,4,722385.3,10076514.158181058
5747,91380,23,0,1,66152,8,8,2,9144773.5,10007412.453490917
5748,20799,10,1,0,58358,2,8,6,2084113.7,10020259.147074379
5749,28446,94,1,1,97470,7,4,6,2852653.0,10028309.779933909
5750,81618,87,0,1,79006,9,5,9,8170899.9,10011149.378813498
5751,44513,63,0,1,57679,2,7,5,4457308.4,10013498.079212816
5752,66436,19,0,1,56455,10,3,5,6650734.1,10010738.304533686
5753,55482,87,1,0,46357,9,9,2,5558268.6,10018147.507299665
5754,23376,9,1,0,75147,9,9,4,2346829.2,10039481.519507188
5755,48380,73,0,1,15352,5,7,9,4842254.7,10008794.336502686
5756,38765,16,0,1,58119,5,2,10,3882491.3,10015455.436605185
5757,2484,43,0,1,7471,7,7,8,252179.2,10152141.706924316
5758,5624,35,1,0,11603,5,8,6,566535.4,10073531.294452347
5759,71541,71,1,1,72847,7,3,6,7159919.5,10008134.496302819
5760,98857,85,1,0,57725,2,3,3,9889895.6,10004244.11017935
5761,6948,10,0,1,30836,10,7,0,698524.7,10053608.232584916
5762,16284,39,1,1,40880,10,5,8,1638521.9,10062158.560550233
5763,60261,37,0,0,48194,4,3,3,6032370.6,10010405.735052522
5764,92304,75,1,0,54254,2,9,5,9234228.6,10004147.815912636
5765,32071,15,1,0,78354,2,5,1,3213146.8,10018854.416762808
5766,76454,17,0,0,31987,1,1,1,7647961.0,10003349.726633009
5767,70210,48,1,0,31261,9,9,1,7025129.1,10005881.071072496
5768,75584,77,1,0,82908,8,6,1,7567791.6,10012425.381033022
5769,41669,18,1,1,917,4,5,6,4176148.5,10022195.157071205
5770,8940,86,1,0,92620,10,3,9,899258.1,10058815.43624161
5771,79628,60,1,0,64099,3,3,6,7967880.3,10006380.042196212
5772,52979,82,0,1,44653,5,9,5,5304197.0,10011885.841559863
5773,75414,82,1,0,4618,5,3,1,7551847.9,10013854.05892805
5774,91515,23,1,1,48622,3,5,2,9157101.7,10006121.073048133
5775,68767,13,0,1,30743,4,8,3,6880980.4,10006224.497215234
5776,90111,94,1,0,77398,8,4,5,9014247.8,10003493.247217322
5777,1967,87,1,1,3509,2,10,2,207245.9,10536141.33197763
5778,21843,66,0,1,65013,3,2,5,2186457.8,10009878.679668542
5779,45049,30,1,1,35151,8,10,9,4519980.0,10033474.66092477
5780,925,16,1,0,86372,7,4,2,97785.8,10571437.837837838
5781,53956,78,0,0,91120,10,5,9,5401835.1,10011555.89739788
5782,3343,76,1,0,4913,5,6,0,344710.4,10311408.914148968
5783,25942,86,1,1,7199,1,2,5,2601765.1,10029161.591242
5784,51171,95,0,1,29779,2,5,9,5125181.1,10015792.343319457
5785,82629,5,0,0,15024,10,8,9,8267316.2,10005344.612666255
5786,78721,23,0,0,1657,4,6,9,7875331.7,10004105.257809225
5787,82900,3,0,1,59010,4,7,8,8295028.3,10006065.500603136
5788,79399,21,1,0,42313,3,10,0,7946835.6,10008735.122608596
5789,87078,8,1,0,84539,2,10,1,8714830.2,10008073.45138841
5790,65246,19,1,1,44954,1,5,10,6529755.8,10007902.093614934
5791,48271,40,0,1,51930,8,4,4,4835629.8,10017670.651115576
5792,61311,30,1,1,587,1,8,2,6137635.8,10010660.07731076
5793,742,28,1,1,92580,8,6,1,81336.5,10961792.452830188
5794,55164,10,1,1,11611,2,1,3,5526826.7,10018901.276194619
5795,37448,47,1,1,96670,3,1,5,3754453.0,10025777.077547533
5796,34208,43,1,1,3418,10,1,0,3428754.3,10023252.74789523
5797,21442,42,0,0,67178,7,6,3,2145503.8,10006080.589497248
5798,69290,23,0,0,28205,4,3,8,6932336.9,10004815.846442489
5799,15299,91,1,0,60138,5,2,0,1542950.0,10085299.692790378
5800,30203,5,0,0,44106,6,1,3,3029401.9,10030135.748104492
5801,74069,53,1,1,30191,5,7,3,7417780.3,10014689.411224669
5802,780,18,0,1,74449,4,9,9,82916.5,10630320.512820512
5803,85060,55,0,0,36036,8,9,2,8507007.8,10001184.810721844
5804,47143,7,1,1,16032,2,5,7,4728886.0,10030939.906242708
5805,40194,32,0,1,57421,9,10,2,4022680.5,10008161.665920287
5806,74411,98,1,0,28297,8,4,3,7450324.7,10012396.95743909
5807,3527,47,1,0,47847,2,1,4,358050.9,10151712.503544088
5808,85185,23,0,1,95024,1,1,2,8522775.5,10005019.076128427
5809,68772,98,0,1,45826,9,5,9,6885105.8,10011495.666841157
5810,6281,33,1,1,86568,8,1,0,636186.6,10128747.01480656
5811,8319,78,0,0,69329,10,10,4,834891.9,10035964.659213848
5812,39572,79,0,1,40571,5,6,7,3960690.1,10008819.619933287
5813,61787,96,0,0,43066,7,6,0,6182153.0,10005588.554226616
5814,71117,31,1,0,20842,2,7,1,7116581.0,10006863.337879831
5815,42903,96,1,1,20793,4,4,3,4297348.1,10016427.988718737
5816,68847,70,0,0,11553,1,6,9,6888091.9,10004926.721571019
5817,55035,98,1,0,17234,6,10,4,5513804.1,10018722.81275552
5818,76485,57,1,0,78921,4,1,2,7652091.2,10004695.299731974
5819,27521,39,0,0,92041,10,9,1,2754134.2,10007391.44653174
5820,63072,55,0,1,65146,1,2,5,6311417.8,10006687.278031455
5821,60454,96,1,0,16207,3,5,9,6054212.3,10014576.868362723
5822,43204,15,1,0,80632,9,5,4,4322877.5,10005734.422738636
5823,70279,14,0,1,68228,7,7,3,7035681.5,10011072.29755688
5824,99303,44,1,0,81618,7,10,7,9940504.8,10010276.426694058
5825,52952,8,1,1,67728,7,6,7,5303295.9,10015289.129777914
5826,40139,95,0,1,56384,4,3,9,4017300.1,10008470.813921623
5827,26960,63,1,1,98398,1,2,2,2699467.4,10012861.275964392
5828,21726,10,0,0,89782,5,5,9,2173491.6,10004103.838718586
5829,18098,25,1,0,57051,9,4,2,1813099.8,10018232.95391756
5830,23519,20,1,0,42864,8,4,8,2358426.2,10027748.628768232
5831,50949,50,1,0,81910,4,6,10,5097163.6,10004442.874246795
5832,80834,22,0,1,14315,3,5,7,8089908.3,10008051.438751021
5833,77743,40,1,1,26015,4,7,3,7780280.1,10007692.139485227
5834,97124,78,1,1,87950,10,8,8,9725279.0,10013260.368189119
5835,80459,43,1,0,95838,9,7,4,8050098.1,10005217.688512161
5836,59237,54,1,0,38743,8,3,6,5932547.2,10014935.260057058
5837,43579,14,1,0,27799,4,4,5,4361420.9,10008079.350145714
5838,10484,38,0,0,170,7,10,7,1051974.6,10034095.764975201
5839,19907,31,0,1,24556,7,7,7,1996937.0,10031330.687697794
5840,68643,71,1,1,78777,5,1,9,6870485.0,10009010.387075158
5841,67457,7,1,1,35135,7,2,1,6757663.3,10017734.705071378
5842,44593,83,0,1,45854,8,10,3,4465177.5,10013180.319781132
5843,56339,100,1,1,98532,3,10,8,5642801.2,10015799.357461084
5844,74817,9,1,0,77016,4,8,7,7490782.6,10012139.754333908
5845,51109,17,0,0,4564,10,6,1,5114433.7,10006914.046449745
